id,name,instructions,short_description,category,sub_category,image,difficulty_level,rep_range_min,rep_range_max,recommended_duration_seconds,recommended_rest_seconds,estimated_calories_per_minute,range_of_motion,injury_risk_level,next_progression_exercise,previous_progression_exercise
379,Session Fractionne 379,Instructions generees pour Session Fractionne 379. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_379.png,Debutant,,,1200,0,8.0,Complet,Moyen,18,17
380,Squat Unilateral 97,Instructions generees pour Squat Unilateral 97. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_380.png,Debutant,5,5,120,60,7.0,Etendu,Moyen,,
381,Souleve Barre 80,Instructions generees pour Souleve Barre 80. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_381.png,Avance,10,5,120,90,9.0,Complet,Eleve,231,230
382,Developpe Kettlebell 78,Instructions generees pour Developpe Kettlebell 78. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_382.png,Intermediaire,8,12,30,120,9.0,Etendu,Eleve,,
383,Saut Lent 383,Instructions generees pour Saut Lent 383. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_383.png,Avance,8,15,60,30,4.0,Etendu,Faible,140,139
384,Session Sprint 384,Instructions generees pour Session Sprint 384. Gardez une bonne posture.,Exercice de type Cardio ciblant Agilite.,Cardio,Agilite,img_384.png,Debutant,,,1800,0,8.0,Etendu,Faible,,
385,Tirage Lent 385,Instructions generees pour Tirage Lent 385. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_385.png,Intermediaire,8,50,45,120,5.0,Partiel,Moyen,274,273
386,Saut Statique 386,Instructions generees pour Saut Statique 386. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_386.png,Avance,8,10,120,90,6.0,Partiel,Faible,17,16
387,Souleve Barre 31,Instructions generees pour Souleve Barre 31. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_387.png,Intermediaire,5,12,30,60,9.0,Etendu,Moyen,128,127
388,Pompes Bande Elastique 27,Instructions generees pour Pompes Bande Elastique 27. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_388.png,Avance,10,8,30,30,5.0,Partiel,Moyen,35,34
389,Gainage Incline 51,Instructions generees pour Gainage Incline 51. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_389.png,Debutant,8,15,120,120,9.0,Etendu,Eleve,66,65
390,Fentes Poulie 9,Instructions generees pour Fentes Poulie 9. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_390.png,Debutant,10,5,90,120,9.0,Etendu,Eleve,,
391,Pompes Kettlebell 42,Instructions generees pour Pompes Kettlebell 42. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_391.png,Debutant,5,8,120,120,5.0,Complet,Eleve,,
392,Session Endurance 392,Instructions generees pour Session Endurance 392. Gardez une bonne posture.,Exercice de type Cardio ciblant Agilite.,Cardio,Agilite,img_392.png,Avance,,,1800,0,15.0,Partiel,Faible,,
393,Course Saute 393,Instructions generees pour Course Saute 393. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_393.png,Avance,5,15,90,90,8.0,Partiel,Faible,,
394,Saut Claquee 394,Instructions generees pour Saut Claquee 394. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_394.png,Avance,10,15,60,30,6.0,Partiel,Moyen,248,247
395,Pompes Poulie 80,Instructions generees pour Pompes Poulie 80. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_395.png,Debutant,8,5,120,90,5.0,Partiel,Moyen,375,374
396,Session Endurance 396,Instructions generees pour Session Endurance 396. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_396.png,Avance,,,600,0,10.0,Etendu,Moyen,311,310
397,Session Fractionne 397,Instructions generees pour Session Fractionne 397. Gardez une bonne posture.,Exercice de type Cardio ciblant Agilite.,Cardio,Agilite,img_397.png,Avance,,,1800,0,10.0,Partiel,Faible,,
398,Souleve Statique 398,Instructions generees pour Souleve Statique 398. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Jambes.,Poids du Corps,Jambes,img_398.png,Debutant,10,20,120,60,4.0,Partiel,Moyen,,
399,Pompes Barre 17,Instructions generees pour Pompes Barre 17. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_399.png,Debutant,5,8,90,60,7.0,Complet,Eleve,,
400,Session Sprint 400,Instructions generees pour Session Sprint 400. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_400.png,Intermediaire,,,1800,0,8.0,Partiel,Moyen,,
401,Fentes Decline 67,Instructions generees pour Fentes Decline 67. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_401.png,Avance,5,12,120,120,5.0,Etendu,Eleve,111,110
402,Session Fractionne 402,Instructions generees pour Session Fractionne 402. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_402.png,Debutant,,,1200,0,10.0,Complet,Moyen,231,230
403,Crunch Saute 403,Instructions generees pour Crunch Saute 403. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_403.png,Avance,8,15,30,90,4.0,Etendu,Faible,355,354
404,Pompes Halteres 51,Instructions generees pour Pompes Halteres 51. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_404.png,Intermediaire,8,8,90,30,5.0,Partiel,Moyen,,
405,Course Incline 27,Instructions generees pour Course Incline 27. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_405.png,Debutant,5,12,120,90,5.0,Etendu,Eleve,10,9
406,Tirage Lent 406,Instructions generees pour Tirage Lent 406. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Bras.,Poids du Corps,Bras,img_406.png,Intermediaire,5,20,45,60,6.0,Complet,Moyen,,
407,Course Unilateral 62,Instructions generees pour Course Unilateral 62. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_407.png,Avance,10,5,30,90,5.0,Complet,Eleve,,
408,Saut Incline 2,Instructions generees pour Saut Incline 2. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_408.png,Avance,3,12,120,60,9.0,Complet,Eleve,,
409,Gainage Barre 58,Instructions generees pour Gainage Barre 58. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_409.png,Intermediaire,3,5,120,120,7.0,Partiel,Eleve,,
410,Course Claquee 410,Instructions generees pour Course Claquee 410. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Jambes.,Poids du Corps,Jambes,img_410.png,Avance,10,50,120,90,6.0,Etendu,Moyen,,
411,Fentes Saute 411,Instructions generees pour Fentes Saute 411. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_411.png,Debutant,8,50,90,30,8.0,Etendu,Faible,,
412,Crunch Saute 412,Instructions generees pour Crunch Saute 412. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Bras.,Poids du Corps,Bras,img_412.png,Avance,5,20,30,30,8.0,Complet,Moyen,121,120
413,Developpe Barre 98,Instructions generees pour Developpe Barre 98. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_413.png,Intermediaire,3,5,120,60,5.0,Etendu,Moyen,,
414,Session Fractionne 414,Instructions generees pour Session Fractionne 414. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_414.png,Intermediaire,,,600,0,8.0,Complet,Faible,329,328
415,Gainage Claquee 415,Instructions generees pour Gainage Claquee 415. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Bras.,Poids du Corps,Bras,img_415.png,Intermediaire,8,15,120,30,6.0,Complet,Faible,,
416,Saut Saute 416,Instructions generees pour Saut Saute 416. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_416.png,Avance,15,20,120,120,6.0,Etendu,Moyen,,
417,Crunch Decline 51,Instructions generees pour Crunch Decline 51. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_417.png,Avance,5,15,45,30,7.0,Partiel,Moyen,180,179
418,Session Endurance 418,Instructions generees pour Session Endurance 418. Gardez une bonne posture.,Exercice de type Cardio ciblant Agilite.,Cardio,Agilite,img_418.png,Intermediaire,,,1200,0,8.0,Etendu,Faible,61,60
419,Course Poulie 78,Instructions generees pour Course Poulie 78. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_419.png,Avance,8,15,30,120,9.0,Etendu,Moyen,,
420,Fentes Decline 57,Instructions generees pour Fentes Decline 57. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_420.png,Avance,10,12,120,60,9.0,Etendu,Moyen,303,302
421,Session Endurance 421,Instructions generees pour Session Endurance 421. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_421.png,Debutant,,,600,0,15.0,Complet,Moyen,329,328
422,Tirage Claquee 422,Instructions generees pour Tirage Claquee 422. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Abdominaux.,Poids du Corps,Abdominaux,img_422.png,Debutant,8,50,30,30,5.0,Partiel,Faible,,
423,Course Halteres 3,Instructions generees pour Course Halteres 3. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_423.png,Debutant,10,5,45,60,5.0,Etendu,Moyen,25,24
424,Session Endurance 424,Instructions generees pour Session Endurance 424. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_424.png,Debutant,,,600,0,15.0,Partiel,Faible,,
425,Tirage Lent 425,Instructions generees pour Tirage Lent 425. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_425.png,Debutant,8,20,60,90,5.0,Etendu,Faible,,
426,Saut Poulie 80,Instructions generees pour Saut Poulie 80. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_426.png,Intermediaire,3,8,45,90,9.0,Complet,Eleve,,
427,Pompes Barre 22,Instructions generees pour Pompes Barre 22. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_427.png,Avance,8,12,120,90,5.0,Complet,Moyen,420,419
428,Squat Halteres 39,Instructions generees pour Squat Halteres 39. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_428.png,Debutant,8,15,90,30,5.0,Complet,Eleve,,
429,Course Claquee 429,Instructions generees pour Course Claquee 429. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_429.png,Intermediaire,15,10,30,120,5.0,Partiel,Moyen,123,122
430,Course Bande Elastique 55,Instructions generees pour Course Bande Elastique 55. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_430.png,Intermediaire,10,12,120,90,9.0,Etendu,Moyen,,
431,Saut Unilateral 35,Instructions generees pour Saut Unilateral 35. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_431.png,Avance,8,8,45,120,9.0,Complet,Moyen,210,209
432,Session Endurance 432,Instructions generees pour Session Endurance 432. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_432.png,Debutant,,,1200,0,15.0,Etendu,Moyen,,
433,Session Endurance 433,Instructions generees pour Session Endurance 433. Gardez une bonne posture.,Exercice de type Cardio ciblant Agilite.,Cardio,Agilite,img_433.png,Avance,,,1800,0,8.0,Etendu,Moyen,,
434,Gainage Poulie 68,Instructions generees pour Gainage Poulie 68. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_434.png,Avance,5,5,30,60,9.0,Etendu,Moyen,282,281
435,Developpe Unilateral 44,Instructions generees pour Developpe Unilateral 44. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_435.png,Intermediaire,3,15,90,120,5.0,Complet,Moyen,,
436,Tirage Saute 436,Instructions generees pour Tirage Saute 436. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Abdominaux.,Poids du Corps,Abdominaux,img_436.png,Debutant,15,15,60,60,6.0,Etendu,Faible,240,239
437,Developpe Saute 437,Instructions generees pour Developpe Saute 437. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_437.png,Avance,5,50,30,90,4.0,Partiel,Faible,27,26
438,Souleve Lent 438,Instructions generees pour Souleve Lent 438. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_438.png,Intermediaire,10,15,90,60,8.0,Complet,Moyen,,
439,Crunch Decline 71,Instructions generees pour Crunch Decline 71. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_439.png,Avance,3,8,90,120,9.0,Complet,Moyen,,
440,Souleve Decline 28,Instructions generees pour Souleve Decline 28. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_440.png,Debutant,8,15,30,30,5.0,Etendu,Moyen,357,356
441,Session Sprint 441,Instructions generees pour Session Sprint 441. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_441.png,Avance,,,600,0,12.0,Complet,Moyen,245,244
442,Course Barre 25,Instructions generees pour Course Barre 25. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_442.png,Intermediaire,10,8,45,90,9.0,Complet,Eleve,,
443,Developpe Poulie 98,Instructions generees pour Developpe Poulie 98. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_443.png,Debutant,5,12,45,60,5.0,Partiel,Eleve,113,112
444,Session Endurance 444,Instructions generees pour Session Endurance 444. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_444.png,Debutant,,,600,0,15.0,Complet,Faible,90,89
445,Saut Halteres 13,Instructions generees pour Saut Halteres 13. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_445.png,Avance,10,12,60,30,5.0,Partiel,Eleve,,
446,Tirage Claquee 446,Instructions generees pour Tirage Claquee 446. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Jambes.,Poids du Corps,Jambes,img_446.png,Intermediaire,15,15,90,30,4.0,Partiel,Moyen,79,78
447,Developpe Claquee 447,Instructions generees pour Developpe Claquee 447. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_447.png,Avance,10,15,90,60,6.0,Complet,Faible,133,132
448,Session Sprint 448,Instructions generees pour Session Sprint 448. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_448.png,Intermediaire,,,1200,0,8.0,Complet,Faible,,
449,Tirage Decline 14,Instructions generees pour Tirage Decline 14. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_449.png,Avance,3,5,30,120,5.0,Etendu,Moyen,49,48
450,Saut Incline 78,Instructions generees pour Saut Incline 78. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_450.png,Intermediaire,8,5,120,120,9.0,Complet,Eleve,,
451,Session Fractionne 451,Instructions generees pour Session Fractionne 451. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_451.png,Debutant,,,600,0,8.0,Complet,Moyen,233,232
452,Squat Lent 452,Instructions generees pour Squat Lent 452. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Jambes.,Poids du Corps,Jambes,img_452.png,Debutant,15,50,30,120,5.0,Etendu,Faible,230,229
453,Gainage Decline 63,Instructions generees pour Gainage Decline 63. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_453.png,Intermediaire,10,15,60,30,7.0,Etendu,Moyen,308,307
454,Souleve Halteres 7,Instructions generees pour Souleve Halteres 7. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_454.png,Avance,10,8,120,30,5.0,Etendu,Eleve,,
455,Session Sprint 455,Instructions generees pour Session Sprint 455. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_455.png,Debutant,,,1800,0,12.0,Etendu,Moyen,,
456,Saut Claquee 456,Instructions generees pour Saut Claquee 456. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Abdominaux.,Poids du Corps,Abdominaux,img_456.png,Avance,15,20,30,60,5.0,Partiel,Moyen,405,404
457,Tirage Saute 457,Instructions generees pour Tirage Saute 457. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_457.png,Debutant,15,20,90,60,4.0,Partiel,Faible,390,389
458,Tirage Barre 53,Instructions generees pour Tirage Barre 53. Gardez une bonne posture.,Exercice de type Musculation ciblant Pectoraux.,Musculation,Pectoraux,img_458.png,Debutant,5,15,45,120,5.0,Complet,Moyen,125,124
459,Session Endurance 459,Instructions generees pour Session Endurance 459. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_459.png,Debutant,,,1200,0,15.0,Partiel,Moyen,,
460,Developpe Unilateral 94,Instructions generees pour Developpe Unilateral 94. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_460.png,Intermediaire,10,15,90,30,7.0,Etendu,Moyen,,
461,Fentes Unilateral 76,Instructions generees pour Fentes Unilateral 76. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_461.png,Avance,3,5,45,60,5.0,Etendu,Moyen,7,6
462,Session Fractionne 462,Instructions generees pour Session Fractionne 462. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_462.png,Avance,,,600,0,10.0,Complet,Faible,,
463,Pompes Statique 463,Instructions generees pour Pompes Statique 463. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_463.png,Debutant,5,15,90,60,8.0,Partiel,Moyen,,
464,Gainage Kettlebell 30,Instructions generees pour Gainage Kettlebell 30. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_464.png,Intermediaire,8,8,120,120,7.0,Etendu,Eleve,245,244
465,Session Fractionne 465,Instructions generees pour Session Fractionne 465. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_465.png,Intermediaire,,,1200,0,15.0,Complet,Moyen,387,386
466,Fentes Kettlebell 80,Instructions generees pour Fentes Kettlebell 80. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_466.png,Intermediaire,8,8,120,60,9.0,Partiel,Moyen,,
467,Souleve Statique 467,Instructions generees pour Souleve Statique 467. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Abdominaux.,Poids du Corps,Abdominaux,img_467.png,Intermediaire,15,20,30,30,4.0,Etendu,Faible,,
468,Tirage Incline 61,Instructions generees pour Tirage Incline 61. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_468.png,Debutant,5,12,120,120,5.0,Etendu,Eleve,400,399
469,Developpe Saute 469,Instructions generees pour Developpe Saute 469. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Abdominaux.,Poids du Corps,Abdominaux,img_469.png,Debutant,5,10,90,60,8.0,Complet,Moyen,,
470,Fentes Claquee 470,Instructions generees pour Fentes Claquee 470. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Dos.,Poids du Corps,Dos,img_470.png,Debutant,8,15,30,120,6.0,Partiel,Faible,254,253
471,Session Fractionne 471,Instructions generees pour Session Fractionne 471. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_471.png,Debutant,,,1200,0,12.0,Complet,Faible,,
472,Session Fractionne 472,Instructions generees pour Session Fractionne 472. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_472.png,Avance,,,600,0,8.0,Etendu,Faible,,
473,Developpe Claquee 473,Instructions generees pour Developpe Claquee 473. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_473.png,Intermediaire,8,20,90,30,6.0,Partiel,Faible,373,372
474,Saut Halteres 41,Instructions generees pour Saut Halteres 41. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_474.png,Intermediaire,3,5,45,30,9.0,Etendu,Eleve,25,24
475,Souleve Halteres 84,Instructions generees pour Souleve Halteres 84. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_475.png,Intermediaire,8,8,90,90,7.0,Complet,Eleve,,
476,Developpe Kettlebell 28,Instructions generees pour Developpe Kettlebell 28. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_476.png,Intermediaire,5,12,120,30,7.0,Complet,Eleve,174,173
477,Gainage Unilateral 49,Instructions generees pour Gainage Unilateral 49. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_477.png,Intermediaire,5,12,90,120,7.0,Etendu,Moyen,275,274
478,Squat Decline 68,Instructions generees pour Squat Decline 68. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_478.png,Debutant,10,12,45,90,5.0,Partiel,Eleve,,
479,Pompes Lent 479,Instructions generees pour Pompes Lent 479. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Jambes.,Poids du Corps,Jambes,img_479.png,Avance,5,50,60,60,5.0,Complet,Moyen,,
480,Session Endurance 480,Instructions generees pour Session Endurance 480. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_480.png,Intermediaire,,,1200,0,10.0,Etendu,Faible,,
481,Squat Barre 72,Instructions generees pour Squat Barre 72. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_481.png,Intermediaire,3,15,30,30,9.0,Etendu,Moyen,73,72
482,Session Sprint 482,Instructions generees pour Session Sprint 482. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_482.png,Debutant,,,600,0,15.0,Etendu,Faible,,
483,Course Incline 62,Instructions generees pour Course Incline 62. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_483.png,Debutant,8,5,30,60,7.0,Partiel,Moyen,346,345
484,Pompes Incline 8,Instructions generees pour Pompes Incline 8. Gardez une bonne posture.,Exercice de type Musculation ciblant Jambes.,Musculation,Jambes,img_484.png,Debutant,10,8,90,120,9.0,Complet,Moyen,,
485,Crunch Unilateral 79,Instructions generees pour Crunch Unilateral 79. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_485.png,Avance,8,15,45,120,5.0,Complet,Moyen,,
486,Course Kettlebell 40,Instructions generees pour Course Kettlebell 40. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_486.png,Intermediaire,3,12,120,60,7.0,Etendu,Moyen,435,434
487,Session Fractionne 487,Instructions generees pour Session Fractionne 487. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_487.png,Avance,,,1800,0,10.0,Partiel,Moyen,370,369
488,Gainage Halteres 69,Instructions generees pour Gainage Halteres 69. Gardez une bonne posture.,Exercice de type Musculation ciblant Dos.,Musculation,Dos,img_488.png,Debutant,5,8,90,30,5.0,Complet,Moyen,,
489,Session Sprint 489,Instructions generees pour Session Sprint 489. Gardez une bonne posture.,Exercice de type Cardio ciblant HIIT.,Cardio,HIIT,img_489.png,Debutant,,,1200,0,8.0,Complet,Moyen,,
490,Pompes Unilateral 23,Instructions generees pour Pompes Unilateral 23. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_490.png,Intermediaire,8,5,90,30,5.0,Etendu,Eleve,224,223
491,Session Sprint 491,Instructions generees pour Session Sprint 491. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_491.png,Intermediaire,,,1800,0,10.0,Etendu,Moyen,,
492,Fentes Poulie 20,Instructions generees pour Fentes Poulie 20. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_492.png,Debutant,8,8,90,60,7.0,Complet,Moyen,104,103
493,Souleve Saute 493,Instructions generees pour Souleve Saute 493. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_493.png,Debutant,5,10,60,30,6.0,Etendu,Faible,18,17
494,Developpe Claquee 494,Instructions generees pour Developpe Claquee 494. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Abdominaux.,Poids du Corps,Abdominaux,img_494.png,Debutant,15,10,45,60,6.0,Partiel,Moyen,463,462
495,Gainage Claquee 495,Instructions generees pour Gainage Claquee 495. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Abdominaux.,Poids du Corps,Abdominaux,img_495.png,Debutant,10,15,30,120,4.0,Complet,Faible,315,314
496,Tirage Halteres 25,Instructions generees pour Tirage Halteres 25. Gardez une bonne posture.,Exercice de type Musculation ciblant Epaules.,Musculation,Epaules,img_496.png,Intermediaire,10,15,60,90,9.0,Etendu,Moyen,272,271
497,Crunch Claquee 497,Instructions generees pour Crunch Claquee 497. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Jambes.,Poids du Corps,Jambes,img_497.png,Intermediaire,15,10,30,120,6.0,Partiel,Moyen,,
498,Session Endurance 498,Instructions generees pour Session Endurance 498. Gardez une bonne posture.,Exercice de type Cardio ciblant Endurance.,Cardio,Endurance,img_498.png,Intermediaire,,,1800,0,15.0,Etendu,Moyen,,
499,Fentes Bande Elastique 67,Instructions generees pour Fentes Bande Elastique 67. Gardez une bonne posture.,Exercice de type Musculation ciblant Bras.,Musculation,Bras,img_499.png,Intermediaire,5,15,120,120,5.0,Etendu,Moyen,,
500,Souleve Statique 500,Instructions generees pour Souleve Statique 500. Gardez une bonne posture.,Exercice de type Poids du Corps ciblant Pectoraux.,Poids du Corps,Pectoraux,img_500.png,Intermediaire,15,20,90,60,4.0,Etendu,Moyen,405,404
